MULPS     xmmreg,xmmreg            [rm: 0f 59 /r]                       SSE
MULPS     xmmreg,mem128            [rm: 0f 59 /r]                       SSE
DIVPS     xmmreg,xmmreg            [rm: 0f 5e /r]                       SSE
DIVPS     xmmreg,mem128            [rm: 0f 5e /r]                       SSE

; ============================================================================
; SSE2 - Integer and Double‑Precision Instructions
; ============================================================================

; --- Data Movement ----------------------------------------------------------
MOVDQA    xmmreg,xmmreg            [rm: 66 0f 6f /r]                    SSE2
MOVDQA    xmmreg,mem128            [rm: 66 0f 6f /r]                    SSE2
MOVDQA    mem128,xmmreg            [rm: 66 0f 7f /r]                    SSE2

MOVDQU    xmmreg,xmmreg            [rm: f3 0f 6f /r]                    SSE2
MOVDQU    xmmreg,mem128            [rm: f3 0f 6f /r]                    SSE2
MOVDQU    mem128,xmmreg            [rm: f3 0f 7f /r]                    SSE2

MOVQ      xmmreg,xmmreg            [rm: f3 0f 7e /r]                    SSE2
MOVQ      xmmreg,mem64             [rm: f3 0f 7e /r]                    SSE2
MOVQ      mem64,xmmreg             [rm: 66 0f d6 /r]                    SSE2
MOVQ      xmmreg,reg64             [rm: 66 48 0f 6e /r]                 SSE2,X86_64
MOVQ      reg64,xmmreg             [rm: 66 48 0f 7e /r]                 SSE2,X86_64

; --- Packed Arithmetic (Integer) --------------------------------------------
PADDB     xmmreg,xmmreg            [rm: 66 0f fc /r]                    SSE2
PADDB     xmmreg,mem128            [rm: 66 0f fc /r]                    SSE2
PADDW     xmmreg,xmmreg            [rm: 66 0f fd /r]                    SSE2
PADDW     xmmreg,mem128            [rm: 66 0f fd /r]                    SSE2
PADDD     xmmreg,xmmreg            [rm: 66 0f fe /r]                    SSE2
PADDD     xmmreg,mem128            [rm: 66 0f fe /r]                    SSE2

PSUBB     xmmreg,xmmreg            [rm: 66 0f f8 /r]                    SSE2
PSUBB     xmmreg,mem128            [rm: 66 0f f8 /r]                    SSE2
PSUBW     xmmreg,xmmreg            [rm: 66 0f f9 /r]                    SSE2
PSUBW     xmmreg,mem128            [rm: 66 0f f9 /r]                    SSE2
PSUBD     xmmreg,xmmreg            [rm: 66 0f fa /r]                    SSE2
PSUBD     xmmreg,mem128            [rm: 66 0f fa /r]                    SSE2

; --- Packed Logical ---------------------------------------------------------
PAND      xmmreg,xmmreg            [rm: 66 0f db /r]                    SSE2
PAND      xmmreg,mem128            [rm: 66 0f db /r]                    SSE2
PANDN     xmmreg,xmmreg            [rm: 66 0f df /r]                    SSE2
PANDN     xmmreg,mem128            [rm: 66 0f df /r]                    SSE2
POR       xmmreg,xmmreg            [rm: 66 0f eb /r]                    SSE2
POR       xmmreg,mem128            [rm: 66 0f eb /r]                    SSE2
PXOR      xmmreg,xmmreg            [rm: 66 0f ef /r]                    SSE2
PXOR      xmmreg,mem128            [rm: 66 0f ef /r]                    SSE2

; --- Packed Comparison ------------------------------------------------------
PCMPEQB   xmmreg,xmmreg            [rm: 66 0f 74 /r]                    SSE2
PCMPEQB   xmmreg,mem128            [rm: 66 0f 74 /r]                    SSE2
PCMPEQW   xmmreg,xmmreg            [rm: 66 0f 75 /r]                    SSE2
PCMPEQW   xmmreg,mem128            [rm: 66 0f 75 /r]                    SSE2
PCMPEQD   xmmreg,xmmreg            [rm: 66 0f 76 /r]                    SSE2
PCMPEQD   xmmreg,mem128            [rm: 66 0f 76 /r]                    SSE2

PCMPGTB   xmmreg,xmmreg            [rm: 66 0f 64 /r]                    SSE2
PCMPGTB   xmmreg,mem128            [rm: 66 0f 64 /r]                    SSE2
PCMPGTW   xmmreg,xmmreg            [rm: 66 0f 65 /r]                    SSE2
PCMPGTW   xmmreg,mem128            [rm: 66 0f 65 /r]                    SSE2
PCMPGTD   xmmreg,xmmreg            [rm: 66 0f 66 /r]                    SSE2
PCMPGTD   xmmreg,mem128            [rm: 66 0f 66 /r]                    SSE2

; --- Packed Min/Max ---------------------------------------------------------
PMAXUB    xmmreg,xmmreg            [rm: 66 0f de /r]                    SSE2
PMAXUB    xmmreg,mem128            [rm: 66 0f de /r]                    SSE2
PMINUB    xmmreg,xmmreg            [rm: 66 0f da /r]                    SSE2
PMINUB    xmmreg,mem128            [rm: 66 0f da /r]                    SSE2
PMAXSW    xmmreg,xmmreg            [rm: 66 0f ee /r]                    SSE2
PMAXSW    xmmreg,mem128            [rm: 66 0f ee /r]                    SSE2
PMINSW    xmmreg,xmmreg            [rm: 66 0f ea /r]                    SSE2
PMINSW    xmmreg,mem128            [rm: 66 0f ea /r]                    SSE2

; --- Pack/Unpack ------------------------------------------------------------
PACKSSWB  xmmreg,xmmreg            [rm: 66 0f 63 /r]                    SSE2
PACKSSWB  xmmreg,mem128            [rm: 66 0f 63 /r]                    SSE2
PACKUSWB  xmmreg,xmmreg            [rm: 66 0f 67 /r]                    SSE2
PACKUSWB  xmmreg,mem128            [rm: 66 0f 67 /r]                    SSE2
PACKSSDW  xmmreg,xmmreg            [rm: 66 0f 6b /r]                    SSE2
PACKSSDW  xmmreg,mem128            [rm: 66 0f 6b /r]                    SSE2

PUNPCKLBW xmmreg,xmmreg            [rm: 66 0f 60 /r]                    SSE2
PUNPCKLBW xmmreg,mem128            [rm: 66 0f 60 /r]                    SSE2
PUNPCKLWD xmmreg,xmmreg            [rm: 66 0f 61 /r]                    SSE2
PUNPCKLWD xmmreg,mem128            [rm: 66 0f 61 /r]                    SSE2
PUNPCKLDQ xmmreg,xmmreg            [rm: 66 0f 62 /r]                    SSE2
PUNPCKLDQ xmmreg,mem128            [rm: 66 0f 62 /r]                    SSE2
PUNPCKLQDQ xmmreg,xmmreg           [rm: 66 0f 6c /r]                    SSE2
PUNPCKLQDQ xmmreg,mem128           [rm: 66 0f 6c /r]                    SSE2

PUNPCKHBW xmmreg,xmmreg            [rm: 66 0f 68 /r]                    SSE2
PUNPCKHBW xmmreg,mem128            [rm: 66 0f 68 /r]                    SSE2
PUNPCKHWD xmmreg,xmmreg            [rm: 66 0f 69 /r]                    SSE2
PUNPCKHWD xmmreg,mem128            [rm: 66 0f 69 /r]                    SSE2
PUNPCKHDQ xmmreg,xmmreg            [rm: 66 0f 6a /r]                    SSE2
PUNPCKHDQ xmmreg,mem128            [rm: 66 0f 6a /r]                    SSE2
PUNPCKHQDQ xmmreg,xmmreg           [rm: 66 0f 6d /r]                    SSE2
PUNPCKHQDQ xmmreg,mem128           [rm: 66 0f 6d /r]                    SSE2

; --- Shift Instructions -----------------------------------------------------
; Group 12 (shift word by imm8)
PSLLW     xmmreg,imm8              [rmi: 66 0f 71 /6 ib]                SSE2
PSRLW     xmmreg,imm8              [rmi: 66 0f 71 /2 ib]                SSE2
PSRAW     xmmreg,imm8              [rmi: 66 0f 71 /4 ib]                SSE2

; Group 13 (shift dword by imm8)
PSLLD     xmmreg,imm8              [rmi: 66 0f 72 /6 ib]                SSE2
PSRLD     xmmreg,imm8              [rmi: 66 0f 72 /2 ib]                SSE2
PSRAD     xmmreg,imm8              [rmi: 66 0f 72 /4 ib]                SSE2

; Group 14 (shift qword by imm8)
PSLLQ     xmmreg,imm8              [rmi: 66 0f 73 /6 ib]                SSE2
PSRLQ     xmmreg,imm8              [rmi: 66 0f 73 /2 ib]                SSE2
PSLLDQ    xmmreg,imm8              [rmi: 66 0f 73 /7 ib]                SSE2
PSRLDQ    xmmreg,imm8              [rmi: 66 0f 73 /3 ib]                SSE2

; --- Move Byte Mask ---------------------------------------------------------
PMOVMSKB  reg32,xmmreg             [rm: 66 0f d7 /r]                    SSE2
PMOVMSKB  reg64,xmmreg             [rm: 66 48 0f d7 /r]                 SSE2,X86_64

; ============================================================================
; AVX / AVX2 - VEX‑encoded Instructions
; ============================================================================

; --- VADD -------------------------------------------------------------------
VADDPS    xmmreg,xmmreg,xmmreg     [vex.nds.128.0f 58 /r]               AVX
VADDPS    ymmreg,ymmreg,ymmreg     [vex.nds.256.0f 58 /r]               AVX
VADDPS    xmmreg,xmmreg,mem128     [vex.nds.128.0f 58 /r]               AVX
VADDPS    ymmreg,ymmreg,mem256     [vex.nds.256.0f 58 /r]               AVX

VADDPD    xmmreg,xmmreg,xmmreg     [vex.nds.128.66.0f 58 /r]            AVX
VADDPD    ymmreg,ymmreg,ymmreg     [vex.nds.256.66.0f 58 /r]            AVX
VADDPD    xmmreg,xmmreg,mem128     [vex.nds.128.66.0f 58 /r]            AVX
VADDPD    ymmreg,ymmreg,mem256     [vex.nds.256.66.0f 58 /r]            AVX

VADDSD    xmmreg,xmmreg,xmmreg     [vex.nds.128.f2.0f 58 /r]            AVX
VADDSD    xmmreg,xmmreg,mem64      [vex.nds.128.f2.0f 58 /r]            AVX

VADDSS    xmmreg,xmmreg,xmmreg     [vex.nds.128.f3.0f 58 /r]            AVX
VADDSS    xmmreg,xmmreg,mem32      [vex.nds.128.f3.0f 58 /r]            AVX

; --- VSUB -------------------------------------------------------------------
VSUBPS    xmmreg,xmmreg,xmmreg     [vex.nds.128.0f 5c /r]               AVX
VSUBPS    ymmreg,ymmreg,ymmreg     [vex.nds.256.0f 5c /r]               AVX
VSUBPS    xmmreg,xmmreg,mem128     [vex.nds.128.0f 5c /r]               AVX
VSUBPS    ymmreg,ymmreg,mem256     [vex.nds.256.0f 5c /r]               AVX

VSUBPD    xmmreg,xmmreg,xmmreg     [vex.nds.128.66.0f 5c /r]            AVX
VSUBPD    ymmreg,ymmreg,ymmreg     [vex.nds.256.66.0f 5c /r]            AVX
VSUBPD    xmmreg,xmmreg,mem128     [vex.nds.128.66.0f 5c /r]            AVX
VSUBPD    ymmreg,ymmreg,mem256     [vex.nds.256.66.0f 5c /r]            AVX

; --- VMUL -------------------------------------------------------------------
VMULPS    xmmreg,xmmreg,xmmreg     [vex.nds.128.0f 59 /r]               AVX
VMULPS    ymmreg,ymmreg,ymmreg     [vex.nds.256.0f 59 /r]               AVX
VMULPS    xmmreg,xmmreg,mem128     [vex.nds.128.0f 59 /r]               AVX
VMULPS    ymmreg,ymmreg,mem256     [vex.nds.256.0f 59 /r]               AVX

VMULPD    xmmreg,xmmreg,xmmreg     [vex.nds.128.66.0f 59 /r]            AVX
VMULPD    ymmreg,ymmreg,ymmreg     [vex.nds.256.66.0f 59 /r]            AVX
VMULPD    xmmreg,xmmreg,mem128     [vex.nds.128.66.0f 59 /r]            AVX
VMULPD    ymmreg,ymmreg,mem256     [vex.nds.256.66.0f 59 /r]            AVX

VMULSD    xmmreg,xmmreg,xmmreg     [vex.nds.128.f2.0f 59 /r]            AVX
VMULSD    xmmreg,xmmreg,mem64      [vex.nds.128.f2.0f 59 /r]            AVX

VMULSS    xmmreg,xmmreg,xmmreg     [vex.nds.128.f3.0f 59 /r]            AVX
VMULSS    xmmreg,xmmreg,mem32      [vex.nds.128.f3.0f 59 /r]            AVX

; --- VDIV -------------------------------------------------------------------
VDIVPS    xmmreg,xmmreg,xmmreg     [vex.nds.128.0f 5e /r]               AVX
VDIVPS    ymmreg,ymmreg,ymmreg     [vex.nds.256.0f 5e /r]               AVX
VDIVPS    xmmreg,xmmreg,mem128     [vex.nds.128.0f 5e /r]               AVX
VDIVPS    ymmreg,ymmreg,mem256     [vex.nds.256.0f 5e /r]               AVX

VDIVPD    xmmreg,xmmreg,xmmreg     [vex.nds.128.66.0f 5e /r]            AVX
VDIVPD    ymmreg,ymmreg,ymmreg     [vex.nds.256.66.0f 5e /r]            AVX
VDIVPD    xmmreg,xmmreg,mem128     [vex.nds.128.66.0f 5e /r]            AVX
VDIVPD    ymmreg,ymmreg,mem256     [vex.nds.256.66.0f 5e /r]            AVX

; --- VMIN / VMAX ------------------------------------------------------------
VMINPS    xmmreg,xmmreg,xmmreg     [vex.nds.128.0f 5d /r]               AVX
VMINPS    ymmreg,ymmreg,ymmreg     [vex.nds.256.0f 5d /r]               AVX
VMINPS    xmmreg,xmmreg,mem128     [vex.nds.128.0f 5d /r]               AVX
VMINPS    ymmreg,ymmreg,mem256     [vex.nds.256.0f 5d /r]               AVX

VMINPD    xmmreg,xmmreg,xmmreg     [vex.nds.128.66.0f 5d /r]            AVX
VMINPD    ymmreg,ymmreg,ymmreg     [vex.nds.256.66.0f 5d /r]            AVX
VMINPD    xmmreg,xmmreg,mem128     [vex.nds.128.66.0f 5d /r]            AVX
VMINPD    ymmreg,ymmreg,mem256     [vex.nds.256.66.0f 5d /r]            AVX

VMAXPS    xmmreg,xmmreg,xmmreg     [vex.nds.128.0f 5f /r]               AVX
VMAXPS    ymmreg,ymmreg,ymmreg     [vex.nds.256.0f 5f /r]               AVX
VMAXPS    xmmreg,xmmreg,mem128     [vex.nds.128.0f 5f /r]               AVX
VMAXPS    ymmreg,ymmreg,mem256     [vex.nds.256.0f 5f /r]               AVX

VMAXPD    xmmreg,xmmreg,xmmreg     [vex.nds.128.66.0f 5f /r]            AVX
VMAXPD    ymmreg,ymmreg,ymmreg     [vex.nds.256.66.0f 5f /r]            AVX
VMAXPD    xmmreg,xmmreg,mem128     [vex.nds.128.66.0f 5f /r]            AVX
VMAXPD    ymmreg,ymmreg,mem256     [vex.nds.256.66.0f 5f /r]            AVX

; --- Logical ----------------------------------------------------------------
VANDPS    xmmreg,xmmreg,xmmreg     [vex.nds.128.0f 54 /r]               AVX
VANDPS    ymmreg,ymmreg,ymmreg     [vex.nds.256.0f 54 /r]               AVX
VANDPS    xmmreg,xmmreg,mem128     [vex.nds.128.0f 54 /r]               AVX
VANDPS    ymmreg,ymmreg,mem256     [vex.nds.256.0f 54 /r]               AVX

VANDPD    xmmreg,xmmreg,xmmreg     [vex.nds.128.66.0f 54 /r]            AVX
VANDPD    ymmreg,ymmreg,ymmreg     [vex.nds.256.66.0f 54 /r]            AVX
VANDPD    xmmreg,xmmreg,mem128     [vex.nds.128.66.0f 54 /r]            AVX
VANDPD    ymmreg,ymmreg,mem256     [vex.nds.256.66.0f 54 /r]            AVX

VORPS     xmmreg,xmmreg,xmmreg     [vex.nds.128.0f 56 /r]               AVX
VORPS     ymmreg,ymmreg,ymmreg     [vex.nds.256.0f 56 /r]               AVX
VORPS     xmmreg,xmmreg,mem128     [vex.nds.128.0f 56 /r]               AVX
VORPS     ymmreg,ymmreg,mem256     [vex.nds.256.0f 56 /r]               AVX

VORPD     xmmreg,xmmreg,xmmreg     [vex.nds.128.66.0f 56 /r]            AVX
VORPD     ymmreg,ymmreg,ymmreg     [vex.nds.256.66.0f 56 /r]            AVX
VORPD     xmmreg,xmmreg,mem128     [vex.nds.128.66.0f 56 /r]            AVX
VORPD     ymmreg,ymmreg,mem256     [vex.nds.256.66.0f 56 /r]            AVX

VXORPS    xmmreg,xmmreg,xmmreg     [vex.nds.128.0f 57 /r]               AVX
VXORPS    ymmreg,ymmreg,ymmreg     [vex.nds.256.0f 57 /r]               AVX
VXORPS    xmmreg,xmmreg,mem128     [vex.nds.128.0f 57 /r]               AVX
VXORPS    ymmreg,ymmreg,mem256     [vex.nds.256.0f 57 /r]               AVX

VXORPD    xmmreg,xmmreg,xmmreg     [vex.nds.128.66.0f 57 /r]            AVX
VXORPD    ymmreg,ymmreg,ymmreg     [vex.nds.256.66.0f 57 /r]            AVX
VXORPD    xmmreg,xmmreg,mem128     [vex.nds.128.66.0f 57 /r]            AVX
VXORPD    ymmreg,ymmreg,mem256     [vex.nds.256.66.0f 57 /r]            AVX

; --- VSQRT ------------------------------------------------------------------
VSQRTPS   xmmreg,xmmreg            [vex.nds.128.0f 51 /r]               AVX
VSQRTPS   ymmreg,ymmreg            [vex.nds.256.0f 51 /r]               AVX
VSQRTPS   xmmreg,mem128            [vex.nds.128.0f 51 /r]               AVX
VSQRTPS   ymmreg,mem256            [vex.nds.256.0f 51 /r]               AVX

VSQRTPD   xmmreg,xmmreg            [vex.nds.128.66.0f 51 /r]            AVX
VSQRTPD   ymmreg,ymmreg            [vex.nds.256.66.0f 51 /r]            AVX
VSQRTPD   xmmreg,mem128            [vex.nds.128.66.0f 51 /r]            AVX
VSQRTPD   ymmreg,mem256            [vex.nds.256.66.0f 51 /r]            AVX

; --- Data Movement ----------------------------------------------------------
VMOVAPS   xmmreg,xmmreg            [vex.nds.128.0f 28 /r]               AVX
VMOVAPS   ymmreg,ymmreg            [vex.nds.256.0f 28 /r]               AVX
VMOVAPS   xmmreg,mem128            [vex.nds.128.0f 28 /r]               AVX
VMOVAPS   ymmreg,mem256            [vex.nds.256.0f 28 /r]               AVX
VMOVAPS   mem128,xmmreg            [vex.nds.128.0f 29 /r]               AVX
VMOVAPS   mem256,ymmreg            [vex.nds.256.0f 29 /r]               AVX

VMOVAPD   xmmreg,xmmreg            [vex.nds.128.66.0f 28 /r]            AVX
VMOVAPD   ymmreg,ymmreg            [vex.nds.256.66.0f 28 /r]            AVX
VMOVAPD   xmmreg,mem128            [vex.nds.128.66.0f 28 /r]            AVX
VMOVAPD   ymmreg,mem256            [vex.nds.256.66.0f 28 /r]            AVX
VMOVAPD   mem128,xmmreg            [vex.nds.128.66.0f 29 /r]            AVX
VMOVAPD   mem256,ymmreg            [vex.nds.256.66.0f 29 /r]            AVX

VMOVUPS   xmmreg,xmmreg            [vex.nds.128.0f 10 /r]               AVX
VMOVUPS   ymmreg,ymmreg            [vex.nds.256.0f 10 /r]               AVX
VMOVUPS   xmmreg,mem128            [vex.nds.128.0f 10 /r]               AVX
VMOVUPS   ymmreg,mem256            [vex.nds.256.0f 10 /r]               AVX
VMOVUPS   mem128,xmmreg            [vex.nds.128.0f 11 /r]               AVX
VMOVUPS   mem256,ymmreg            [vex.nds.256.0f 11 /r]               AVX

VMOVUPD   xmmreg,xmmreg            [vex.nds.128.66.0f 10 /r]            AVX
VMOVUPD   ymmreg,ymmreg            [vex.nds.256.66.0f 10 /r]            AVX
VMOVUPD   xmmreg,mem128            [vex.nds.128.66.0f 10 /r]            AVX
VMOVUPD   ymmreg,mem256            [vex.nds.256.66.0f 10 /r]            AVX
VMOVUPD   mem128,xmmreg            [vex.nds.128.66.0f 11 /r]            AVX
VMOVUPD   mem256,ymmreg            [vex.nds.256.66.0f 11 /r]            AVX

VMOVDQA   xmmreg,xmmreg            [vex.nds.128.66.0f 6f /r]            AVX
VMOVDQA   ymmreg,ymmreg            [vex.nds.256.66.0f 6f /r]            AVX,AVX2
VMOVDQA   xmmreg,mem128            [vex.nds.128.66.0f 6f /r]            AVX
VMOVDQA   ymmreg,mem256            [vex.nds.256.66.0f 6f /r]            AVX,AVX2
VMOVDQA   mem128,xmmreg            [vex.nds.128.66.0f 7f /r]            AVX
VMOVDQA   mem256,ymmreg            [vex.nds.256.66.0f 7f /r]            AVX,AVX2

VMOVDQU   xmmreg,xmmreg            [vex.nds.128.f3.0f 6f /r]            AVX
VMOVDQU   ymmreg,ymmreg            [vex.nds.256.f3.0f 6f /r]            AVX
VMOVDQU   xmmreg,mem128            [vex.nds.128.f3.0f 6f /r]            AVX
VMOVDQU   ymmreg,mem256            [vex.nds.256.f3.0f 6f /r]            AVX
VMOVDQU   mem128,xmmreg            [vex.nds.128.f3.0f 7f /r]            AVX
VMOVDQU   mem256,ymmreg            [vex.nds.256.f3.0f 7f /r]            AVX

; --- Conversion -------------------------------------------------------------
VCVTDQ2PS xmmreg,xmmreg            [vex.nds.128.0f 5b /r]               AVX
VCVTDQ2PS ymmreg,ymmreg            [vex.nds.256.0f 5b /r]               AVX
VCVTDQ2PS xmmreg,mem128            [vex.nds.128.0f 5b /r]               AVX
VCVTDQ2PS ymmreg,mem256            [vex.nds.256.0f 5b /r]               AVX

VCVTPS2DQ xmmreg,xmmreg            [vex.nds.128.66.0f 5b /r]            AVX
VCVTPS2DQ ymmreg,ymmreg            [vex.nds.256.66.0f 5b /r]            AVX
VCVTPS2DQ xmmreg,mem128            [vex.nds.128.66.0f 5b /r]            AVX
VCVTPS2DQ ymmreg,mem256            [vex.nds.256.66.0f 5b /r]            AVX

VCVTPD2PS xmmreg,xmmreg            [vex.nds.128.66.0f 5a /r]            AVX
VCVTPD2PS xmmreg,ymmreg            [vex.nds.256.66.0f 5a /r]            AVX
VCVTPD2PS xmmreg,mem128            [vex.nds.128.66.0f 5a /r]            AVX
VCVTPD2PS xmmreg,mem256            [vex.nds.256.66.0f 5a /r]            AVX

VCVTPS2PD xmmreg,xmmreg            [vex.nds.128.0f 5a /r]               AVX
VCVTPS2PD ymmreg,xmmreg            [vex.nds.256.0f 5a /r]               AVX
VCVTPS2PD xmmreg,mem64             [vex.nds.128.0f 5a /r]               AVX
VCVTPS2PD ymmreg,mem128            [vex.nds.256.0f 5a /r]               AVX

VCVTTPS2DQ xmmreg,xmmreg           [vex.nds.128.f3.0f 5b /r]            AVX
VCVTTPS2DQ ymmreg,ymmreg           [vex.nds.256.f3.0f 5b /r]            AVX
VCVTTPS2DQ xmmreg,mem128           [vex.nds.128.f3.0f 5b /r]            AVX
VCVTTPS2DQ ymmreg,mem256           [vex.nds.256.f3.0f 5b /r]            AVX

; --- Packed Arithmetic (Integer) - AVX2 -------------------------------------
VPADDB    xmmreg,xmmreg,xmmreg     [vex.nds.128.66.0f fc /r]            AVX
VPADDB    ymmreg,ymmreg,ymmreg     [vex.nds.256.66.0f fc /r]            AVX,AVX2
VPADDB    xmmreg,xmmreg,mem128     [vex.nds.128.66.0f fc /r]            AVX
VPADDB    ymmreg,ymmreg,mem256     [vex.nds.256.66.0f fc /r]            AVX,AVX2

VPADDW    xmmreg,xmmreg,xmmreg     [vex.nds.128.66.0f fd /r]            AVX
VPADDW    ymmreg,ymmreg,ymmreg     [vex.nds.256.66.0f fd /r]            AVX,AVX2
VPADDW    xmmreg,xmmreg,mem128     [vex.nds.128.66.0f fd /r]            AVX
VPADDW    ymmreg,ymmreg,mem256     [vex.nds.256.66.0f fd /r]            AVX,AVX2

VPADDD    xmmreg,xmmreg,xmmreg     [vex.nds.128.66.0f fe /r]            AVX
VPADDD    ymmreg,ymmreg,ymmreg     [vex.nds.256.66.0f fe /r]            AVX,AVX2
VPADDD    xmmreg,xmmreg,mem128     [vex.nds.128.66.0f fe /r]            AVX
VPADDD    ymmreg,ymmreg,mem256     [vex.nds.256.66.0f fe /r]            AVX,AVX2

VPADDQ    xmmreg,xmmreg,xmmreg     [vex.nds.128.66.0f d4 /r]            AVX
VPADDQ    ymmreg,ymmreg,ymmreg     [vex.nds.256.66.0f d4 /r]            AVX,AVX2
VPADDQ    xmmreg,xmmreg,mem128     [vex.nds.128.66.0f d4 /r]            AVX
VPADDQ    ymmreg,ymmreg,mem256     [vex.nds.256.66.0f d4 /r]            AVX,AVX2

VPSUBB    xmmreg,xmmreg,xmmreg     [vex.nds.128.66.0f f8 /r]            AVX
VPSUBB    ymmreg,ymmreg,ymmreg     [vex.nds.256.66.0f f8 /r]            AVX,AVX2
VPSUBB    xmmreg,xmmreg,mem128     [vex.nds.128.66.0f f8 /r]            AVX
VPSUBB    ymmreg,ymmreg,mem256     [vex.nds.256.66.0f f8 /r]            AVX,AVX2

VPSUBW    xmmreg,xmmreg,xmmreg     [vex.nds.128.66.0f f9 /r]            AVX
VPSUBW    ymmreg,ymmreg,ymmreg     [vex.nds.256.66.0f f9 /r]            AVX,AVX2
VPSUBW    xmmreg,xmmreg,mem128     [vex.nds.128.66.0f f9 /r]            AVX
VPSUBW    ymmreg,ymmreg,mem256     [vex.nds.256.66.0f f9 /r]            AVX,AVX2

VPSUBD    xmmreg,xmmreg,xmmreg     [vex.nds.128.66.0f fa /r]            AVX
VPSUBD    ymmreg,ymmreg,ymmreg     [vex.nds.256.66.0f fa /r]            AVX,AVX2
VPSUBD    xmmreg,xmmreg,mem128     [vex.nds.128.66.0f fa /r]            AVX
VPSUBD    ymmreg,ymmreg,mem256     [vex.nds.256.66.0f fa /r]            AVX,AVX2

; --- Packed Logical (Integer) - AVX2 ----------------------------------------
VPAND     xmmreg,xmmreg,xmmreg     [vex.nds.128.66.0f db /r]            AVX
VPAND     ymmreg,ymmreg,ymmreg     [vex.nds.256.66.0f db /r]            AVX,AVX2
VPAND     xmmreg,xmmreg,mem128     [vex.nds.128.66.0f db /r]            AVX
VPAND     ymmreg,ymmreg,mem256     [vex.nds.256.66.0f db /r]            AVX,AVX2

VPOR      xmmreg,xmmreg,xmmreg     [vex.nds.128.66.0f eb /r]            AVX
VPOR      ymmreg,ymmreg,ymmreg     [vex.nds.256.66.0f eb /r]            AVX,AVX2
VPOR      xmmreg,xmmreg,mem128     [vex.nds.128.66.0f eb /r]            AVX
VPOR      ymmreg,ymmreg,mem256     [vex.nds.256.66.0f eb /r]            AVX,AVX2

VPXOR     xmmreg,xmmreg,xmmreg     [vex.nds.128.66.0f ef /r]            AVX
VPXOR     ymmreg,ymmreg,ymmreg     [vex.nds.256.66.0f ef /r]            AVX,AVX2
VPXOR     xmmreg,xmmreg,mem128     [vex.nds.128.66.0f ef /r]            AVX
VPXOR     ymmreg,ymmreg,mem256     [vex.nds.256.66.0f ef /r]            AVX,AVX2

; --- Packed Comparison (Integer) - AVX2 -------------------------------------
VPCMPEQD  xmmreg,xmmreg,xmmreg     [vex.nds.128.66.0f 76 /r]            AVX
VPCMPEQD  ymmreg,ymmreg,ymmreg     [vex.nds.256.66.0f 76 /r]            AVX,AVX2
VPCMPEQD  xmmreg,xmmreg,mem128     [vex.nds.128.66.0f 76 /r]            AVX
VPCMPEQD  ymmreg,ymmreg,mem256     [vex.nds.256.66.0f 76 /r]            AVX,AVX2

VPCMPGTD  xmmreg,xmmreg,xmmreg     [vex.nds.128.66.0f 66 /r]            AVX
VPCMPGTD  ymmreg,ymmreg,ymmreg     [vex.nds.256.66.0f 66 /r]            AVX,AVX2
VPCMPGTD  xmmreg,xmmreg,mem128     [vex.nds.128.66.0f 66 /r]            AVX
VPCMPGTD  ymmreg,ymmreg,mem256     [vex.nds.256.66.0f 66 /r]            AVX,AVX2

; --- Packed Min/Max (Integer) - AVX2 ----------------------------------------
VPMAXUB   xmmreg,xmmreg,xmmreg     [vex.nds.128.66.0f de /r]            AVX
VPMAXUB   ymmreg,ymmreg,ymmreg     [vex.nds.256.66.0f de /r]            AVX,AVX2
VPMAXUB   xmmreg,xmmreg,mem128     [vex.nds.128.66.0f de /r]            AVX
VPMAXUB   ymmreg,ymmreg,mem256     [vex.nds.256.66.0f de /r]            AVX,AVX2

VPMINUB   xmmreg,xmmreg,xmmreg     [vex.nds.128.66.0f da /r]            AVX
VPMINUB   ymmreg,ymmreg,ymmreg     [vex.nds.256.66.0f da /r]            AVX,AVX2
VPMINUB   xmmreg,xmmreg,mem128     [vex.nds.128.66.0f da /r]            AVX
VPMINUB   ymmreg,ymmreg,mem256     [vex.nds.256.66.0f da /r]            AVX,AVX2

VPMAXSW   xmmreg,xmmreg,xmmreg     [vex.nds.128.66.0f ee /r]            AVX
VPMAXSW   ymmreg,ymmreg,ymmreg     [vex.nds.256.66.0f ee /r]            AVX,AVX2
VPMAXSW   xmmreg,xmmreg,mem128     [vex.nds.128.66.0f ee /r]            AVX
VPMAXSW   ymmreg,ymmreg,mem256     [vex.nds.256.66.0f ee /r]            AVX,AVX2

VPMINSW   xmmreg,xmmreg,xmmreg     [vex.nds.128.66.0f ea /r]            AVX
VPMINSW   ymmreg,ymmreg,ymmreg     [vex.nds.256.66.0f ea /r]            AVX,AVX2
VPMINSW   xmmreg,xmmreg,mem128     [vex.nds.128.66.0f ea /r]            AVX
VPMINSW   ymmreg,ymmreg,mem256     [vex.nds.256.66.0f ea /r]            AVX,AVX2

; --- Pack/Unpack (Integer) - AVX2 -------------------------------------------
VPACKSSWB xmmreg,xmmreg,xmmreg     [vex.nds.128.66.0f 63 /r]            AVX
